,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
3065817,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,ABCB1,23.67,,20558393
3065818,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,ALDH2,23.67,,24491970
3065819,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,BDNF,23.67,,19276553
3065820,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,CYP2E1,23.67,,16510128
3065821,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,HMOX1,23.67,,21318773
3065822,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,HSPA1A,23.67,,15585408
3065823,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,IL6,23.67,,21318773
3065824,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,NQO1,23.67,,17188257
3065825,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,SOD1,23.67,,15824117|16353238|21318773
3065826,diallyl disulfide,C028009,2179-57-9,Parkinson Disease,MESH:D010300,,TNF,23.67,,21318773
3066646,diallyl phthalate,C049098,131-17-9,Parkinson Disease,MESH:D010300,,SOD2,3.16,,17188257|18353766|25279756
3066811,diallyl sulfone,C068327,16841-48-8,Parkinson Disease,MESH:D010300,,CYP2E1,4.01,,16510128
3070007,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,ABCB1,20.75,,20558393
3070008,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,CYP2E1,20.75,,16510128
3070009,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,DNM1L,20.75,,28215578
3070010,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,GSTP1,20.75,,17190945|23721876
3070011,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,HMOX1,20.75,,21318773
3070012,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,HSPA9,20.75,,16565515
3070013,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,INS,20.75,,19276553
3070014,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,NQO1,20.75,,17188257
3070015,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,SOD1,20.75,,15824117|16353238|21318773
3070016,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,SOD2,20.75,,17188257|18353766|25279756
3070017,diallyl trisulfide,C042577,2050-87-5,Parkinson Disease,MESH:D010300,,TNF,20.75,,21318773
3071418,Diamide,D003958,10465-78-8,Parkinson Disease,MESH:D010300,,HMOX1,8.84,,21318773
3071419,Diamide,D003958,10465-78-8,Parkinson Disease,MESH:D010300,,SOD2,8.84,,17188257|18353766|25279756
3071420,Diamide,D003958,10465-78-8,Parkinson Disease,MESH:D010300,,TNF,8.84,,21318773
3071742,diaminochlorotriazine,C526766,,Parkinson Disease,MESH:D010300,,GPX1,3.93,,15824117
3072453,diapocynin,C527766,,Parkinson Disease,MESH:D010300,,TNF,3.9,,21318773
3072565,diaqua(disalicylaldehyde ethylenediamine)chromium(III),C477054,,Parkinson Disease,MESH:D010300,,INS,5.01,,19276553
3072960,diarctigenin,C532887,,Parkinson Disease,MESH:D010300,,IL6,8.81,,21318773
3072961,diarctigenin,C532887,,Parkinson Disease,MESH:D010300,,TNF,8.81,,21318773
3073291,Diarylheptanoids,D036381,,Parkinson Disease,MESH:D010300,,CYP2D6,3.73,,14991823|15174030
3074326,Diatrizoate Meglumine,D003974,,Parkinson Disease,MESH:D010300,,HMOX1,4.49,,21318773
3074327,Diatrizoate Meglumine,D003974,,Parkinson Disease,MESH:D010300,,IL6,4.49,,21318773
3075978,Diazepam,D003975,439-14-5,Parkinson Disease,MESH:D010300,therapeutic,,,,2779590
3075979,Diazepam,D003975,439-14-5,Parkinson Disease,MESH:D010300,,BDNF,4.45,,19276553
3075980,Diazepam,D003975,439-14-5,Parkinson Disease,MESH:D010300,,HMOX1,4.45,,21318773
3075981,Diazepam,D003975,439-14-5,Parkinson Disease,MESH:D010300,,SOD2,4.45,,17188257|18353766|25279756
3075982,Diazepam,D003975,439-14-5,Parkinson Disease,MESH:D010300,,TNF,4.45,,21318773
3076520,diazepinylbenzoic acid,C438269,,Parkinson Disease,MESH:D010300,,INS,3.78,,19276553
3082408,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,marker/mechanism,,,,19907334|24057998
3082409,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,ABCB1,29.03,,20558393
3082410,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,BDNF,29.03,,19276553
3082411,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,BST1,29.03,,19915576
3082412,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,CP,29.03,,19159062|25758665
3082413,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,CYP2D6,29.03,,14991823|15174030
3082414,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,DDC,29.03,,11445284|2969953
3082415,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,DDIT4,29.03,,17005863
3082416,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,DRD2,29.03,,8558425
3082417,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,GAK,29.03,,20711177
3082418,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,GFAP,29.03,,19276553
3082419,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,GPX1,29.03,,15824117
3082420,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,GSTA4,29.03,,16510128
3082421,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,GSTM1,29.03,,17449559
3082422,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,HMOX1,29.03,,21318773
3082423,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,HSPA1A,29.03,,15585408
3082424,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,IGF2,29.03,,19276553
3082425,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,IL6,29.03,,21318773
3082426,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,INS,29.03,,19276553
3082427,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,MAOB,29.03,,21318773
3082428,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,NGF,29.03,,19276553
3082429,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,NQO1,29.03,,17188257
3082430,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,PARK7,29.03,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
3082431,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,PINK1,29.03,,17010972|21366594|22043175|24374061|25149416|30734931
3082432,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,PRKN,29.03,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
3082433,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,SLC18A2,29.03,,16112329|34774656
3082434,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,SLC6A3,29.03,,16112329|16963468|19590691|9763484
3082435,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,SOD1,29.03,,15824117|16353238|21318773
3082436,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,SOD2,29.03,,17188257|18353766|25279756
3082437,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,TH,29.03,,30236862
3082438,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,TNF,29.03,,21318773
3082439,Diazinon,D003976,333-41-5,Parkinson Disease,MESH:D010300,,VPS35,29.03,,25149416
3083919,diaziquone,C029108,,Parkinson Disease,MESH:D010300,,MAPT,9.28,,19915575|20711177
3083920,diaziquone,C029108,,Parkinson Disease,MESH:D010300,,NQO1,9.28,,17188257
3084954,Diazoxide,D003981,364-98-7,Parkinson Disease,MESH:D010300,,HMOX1,8.52,,21318773
3084955,Diazoxide,D003981,364-98-7,Parkinson Disease,MESH:D010300,,IL6,8.52,,21318773
3084956,Diazoxide,D003981,364-98-7,Parkinson Disease,MESH:D010300,,INS,8.52,,19276553
3084957,Diazoxide,D003981,364-98-7,Parkinson Disease,MESH:D010300,,TNF,8.52,,21318773
3085827,diazoxon,C000912,962-58-3,Parkinson Disease,MESH:D010300,,TNF,2.86,,21318773
3088838,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,ABCB1,8.91,,20558393
3088839,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,CEACAM6,8.91,,25475535
3088840,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,EDN1,8.91,,19276553
3088841,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,GSTM1,8.91,,17449559
3088842,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,GSTP1,8.91,,17190945|23721876
3088843,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,HSPA1A,8.91,,15585408
3088844,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,NQO1,8.91,,17188257
3088845,"dibenzo(a,l)pyrene",C041517,191-30-0,Parkinson Disease,MESH:D010300,,SOD1,8.91,,15824117|16353238|21318773
3089802,dibenzofuran,C023614,132-64-9,Parkinson Disease,MESH:D010300,,NQO1,2.86,,17188257
3091433,dibenzothiophene,C016366,132-65-0,Parkinson Disease,MESH:D010300,,BDNF,2.88,,19276553
3092082,dibenzoylmethane,C061481,120-46-7,Parkinson Disease,MESH:D010300,,GSTM1,3.48,,17449559
3092814,dibromoacetonitrile,C051715,3252-43-5,Parkinson Disease,MESH:D010300,,HGF,12.42,,16791285
3092815,dibromoacetonitrile,C051715,3252-43-5,Parkinson Disease,MESH:D010300,,HMOX1,12.42,,21318773
3092816,dibromoacetonitrile,C051715,3252-43-5,Parkinson Disease,MESH:D010300,,NQO1,12.42,,17188257
3093339,dibutyldi(4-chlorobenzohydroxamato)tin(IV),C542282,,Parkinson Disease,MESH:D010300,,PARK7,7,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
3093340,dibutyldi(4-chlorobenzohydroxamato)tin(IV),C542282,,Parkinson Disease,MESH:D010300,,SOD2,7,,17188257|18353766|25279756
3094232,dibutyldichlorotin,C020735,683-18-1,Parkinson Disease,MESH:D010300,,IL6,7.23,,21318773
3094233,dibutyldichlorotin,C020735,683-18-1,Parkinson Disease,MESH:D010300,,SOD1,7.23,,15824117|16353238|21318773
3094234,dibutyldichlorotin,C020735,683-18-1,Parkinson Disease,MESH:D010300,,SOD2,7.23,,17188257|18353766|25279756
3094694,dibutylnitrosamine,C012279,924-16-3,Parkinson Disease,MESH:D010300,,CYP2E1,3.45,,16510128
3106237,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,ALDH2,8.93,,24491970
3106238,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,BDNF,8.93,,19276553
3106239,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,CP,8.93,,19159062|25758665
3106240,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,CYP2E1,8.93,,16510128
3106241,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,DDC,8.93,,11445284|2969953
3106242,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,DDIT4,8.93,,17005863
3106243,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,DRD1,8.93,,8558425
3106244,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,DRD2,8.93,,8558425
3106245,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,EDN1,8.93,,19276553
3106246,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,GDNF,8.93,,11031079|16324109
3106247,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,GPX1,8.93,,15824117
3106248,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,GSTA4,8.93,,16510128
3106249,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,GSTP1,8.93,,17190945|23721876
3106250,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,HMOX1,8.93,,21318773
3106251,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,HSPA9,8.93,,16565515
3106252,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,IGF1R,8.93,,19276553
3106253,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,IGF2,8.93,,19276553
3106254,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,IGF2R,8.93,,19276553
3106255,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,IL6,8.93,,21318773
3106256,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,MAOA,8.93,,17449559
3106257,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,MAOB,8.93,,21318773
3106258,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,MAP2,8.93,,30236862
3106259,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,MAPT,8.93,,19915575|20711177
3106260,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,NECTIN2,8.93,,25475535
3106261,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,NGF,8.93,,19276553
3106262,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,NOS1,8.93,,26383258
3106263,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,NQO1,8.93,,17188257
3106264,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,PARK7,8.93,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
3106265,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,PPARGC1A,8.93,,30236862
3106266,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,PRKN,8.93,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
3106267,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,RPL14,8.93,,18353766
3106268,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,SNCA,8.93,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
3106269,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,SOD1,8.93,,15824117|16353238|21318773
3106270,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,SOD2,8.93,,17188257|18353766|25279756
3106271,Dibutyl Phthalate,D003993,84-74-2,Parkinson Disease,MESH:D010300,,TNF,8.93,,21318773
3109427,Dicamba,D003996,1918-00-9,Parkinson Disease,MESH:D010300,marker/mechanism,,,,17116648
3109428,Dicamba,D003996,1918-00-9,Parkinson Disease,MESH:D010300,,INS,3.42,,19276553
3109763,dicarbine,C100106,17411-19-7,Parkinson Disease,MESH:D010300,,TH,4.15,,30236862
3110002,dichlobanil,C055869,1194-65-6,Parkinson Disease,MESH:D010300,,IL6,3.23,,21318773
3110884,dichlorido-zinc(II)-4-(2-(5-methoxybenzylideneamino)ethyl)piperazin-1-iumphenolate,C570631,,Parkinson Disease,MESH:D010300,,IL6,8.81,,21318773
3110885,dichlorido-zinc(II)-4-(2-(5-methoxybenzylideneamino)ethyl)piperazin-1-iumphenolate,C570631,,Parkinson Disease,MESH:D010300,,TNF,8.81,,21318773
3114151,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,BDNF,7.13,,19276553
3114152,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,BST1,7.13,,19915576
3114153,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,DDIT4,7.13,,17005863
3114154,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,GSTM1,7.13,,17449559
3114155,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,HSPA1A,7.13,,15585408
3114156,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,IGF2,7.13,,19276553
3114157,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,IL6,7.13,,21318773
3114158,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,NOS1,7.13,,26383258
3114159,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,NQO1,7.13,,17188257
3114160,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,PPARGC1A,7.13,,30236862
3114161,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,SNCA,7.13,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
3114162,Dichloroacetic Acid,D003999,79-43-6,Parkinson Disease,MESH:D010300,,TNF,7.13,,21318773
3115015,dichloroacetonitrile,C051716,3018-12-0,Parkinson Disease,MESH:D010300,,HMOX1,7.58,,21318773
3115016,dichloroacetonitrile,C051716,3018-12-0,Parkinson Disease,MESH:D010300,,NQO1,7.58,,17188257
3115546,Dichlorodiphenyldichloroethane,D003632,72-54-8,Parkinson Disease,MESH:D010300,,SLC18A2,5.2,,16112329|34774656
3115547,Dichlorodiphenyldichloroethane,D003632,72-54-8,Parkinson Disease,MESH:D010300,,SOD1,5.2,,15824117|16353238|21318773
3120600,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,ABCB1,28.74,,20558393
3120601,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,BDNF,28.74,,19276553
3120602,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,DDC,28.74,,11445284|2969953
3120603,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,FBP1,28.74,,18353766
3120604,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,GDNF,28.74,,11031079|16324109
3120605,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,GPX1,28.74,,15824117
3120606,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,GSTM1,28.74,,17449559
3120607,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,HBG1,28.74,,25475535
3120608,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,IGF1R,28.74,,19276553
3120609,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,IGF2,28.74,,19276553
3120610,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,IGF2R,28.74,,19276553
3120611,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,IL6,28.74,,21318773
3120612,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,INS,28.74,,19276553
3120613,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,NOS1,28.74,,26383258
3120614,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,PPARGC1A,28.74,,30236862
3120615,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,PRKN,28.74,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
3120616,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,SLC6A3,28.74,,16112329|16963468|19590691|9763484
3120617,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,SOD1,28.74,,15824117|16353238|21318773
3120618,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,SOD2,28.74,,17188257|18353766|25279756
3120619,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,TH,28.74,,30236862
3120620,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Parkinson Disease,MESH:D010300,,TNF,28.74,,21318773
3122914,Dichlororibofuranosylbenzimidazole,D004004,53-85-0,Parkinson Disease,MESH:D010300,,ABCB1,14.61,,20558393
3122915,Dichlororibofuranosylbenzimidazole,D004004,53-85-0,Parkinson Disease,MESH:D010300,,HMOX1,14.61,,21318773
3122916,Dichlororibofuranosylbenzimidazole,D004004,53-85-0,Parkinson Disease,MESH:D010300,,IL6,14.61,,21318773
3122917,Dichlororibofuranosylbenzimidazole,D004004,53-85-0,Parkinson Disease,MESH:D010300,,SOD2,14.61,,17188257|18353766|25279756
3122918,Dichlororibofuranosylbenzimidazole,D004004,53-85-0,Parkinson Disease,MESH:D010300,,TNF,14.61,,21318773
3125024,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,DRD2,23.91,,8558425
3125025,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,HMOX1,23.91,,21318773
3125026,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,IL6,23.91,,21318773
3125027,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,MAOA,23.91,,17449559
3125028,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,MAOB,23.91,,21318773
3125029,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,MAP2,23.91,,30236862
3125030,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,NQO1,23.91,,17188257
3125031,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,SNCA,23.91,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
3125032,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,SOD1,23.91,,15824117|16353238|21318773
3125033,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,SOD2,23.91,,17188257|18353766|25279756
3125034,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,TH,23.91,,30236862
3125035,Dichlorvos,D004006,62-73-7,Parkinson Disease,MESH:D010300,,TNF,23.91,,21318773
3132137,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,CYP2D6,20.31,,14991823|15174030
3132138,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,CYP2E1,20.31,,16510128
3132139,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,DDIT4,20.31,,17005863
3132140,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,DRD1,20.31,,8558425
3132141,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,EDN1,20.31,,19276553
3132142,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,FGB,20.31,,23233872
3132143,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,GPX1,20.31,,15824117
3132144,Diclofenac,D004008,15307-86-5,Parkinson Disease,MESH:D010300,,GSTA4,20.31,,16510128
